 0.7258 |  0.4198 |  0.1792 |  0.0723 | -0.2737 | -0.4773 | -0.6366 | -0.4397 | -0.5370 | -0.3248 | -0.1753 |  0.0874 |  0.2162 |  0.2176 |  0.4323 |  0.5724 |  0.2522 |  0.0799 | -0.3490 | -0.3935 | -0.2134 | -0.0887 | -0.1946 |  0.0109 | -0.1194 |  0.8658 | -0.1887 | -0.1528 |  0.0000 |  0.3000 |  0.1358 |  2.7657 |  0.1004 | -0.1785 | -0.1289 |  0.1325 |  5.3427 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | -0.6548 | -0.1366 | -0.1009 |  0.0000 | -0.5015 | -0.5126 | -0.1735 | -0.1223 | -0.1699 | -0.4381 |  0.4854 |  1.0751 | -0.1402 | -0.1425 | -0.1532 |  9.1184 | -0.4899 | -0.1631 | -0.1000 |  0.0000 | -0.4359 | -0.6450 | -0.3417 | -0.1000 | -0.3924 | -0.5254 | -0.3460 | -0.2014 | -0.1859 | -0.2094 | -0.4140 |  0.2437 | -0.3077 | -0.2037 | -0.1058 |  0.0000 | -0.3643 | -0.2948 | -0.1553 | -0.1091 | -0.4075 | -0.4412 | -0.3222 | -0.3553 | -0.1672 | -0.4062 | -0.3137 | -0.2538 | 
-0.2400 |  0.0640 |  0.8153 |  1.7911 |  1.1583 |  0.8287 |  0.7774 |  0.3109 |  0.1116 | -0.5064 | -0.7952 | -0.9633 | -0.9077 | -0.6767 | -0.5933 | -0.4642 | -0.2050 |  0.2541 |  0.1969 |  0.1822 |  0.0637 |  0.0883 |  0.3804 |  0.2557 | -0.0380 |  0.5494 | -0.2346 | -0.1528 |  0.0000 |  4.1790 | -0.0798 | -0.2577 | -0.1631 | -0.1785 | -0.1289 | -0.1261 | -0.2020 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | -0.6548 | -0.1366 | -0.1009 |  0.0000 | -0.0380 | -0.3844 | -0.2753 | -0.1232 | -0.2058 | -0.3261 | -0.0422 | -0.0861 | -0.1402 | -0.1425 | -0.1532 | -0.1496 | -0.4899 | -0.1631 | -0.1000 |  0.0000 | -0.4359 | -0.6450 | -0.3417 | -0.1000 | -0.3910 | -0.5168 | -0.2326 |  0.6050 | -0.1859 | -0.2094 |  0.9105 |  1.5188 | -0.3077 | -0.2037 | -0.1058 |  0.0000 | -0.3643 | -0.2948 | -0.1553 | -0.1091 | -0.4075 | -0.4412 | -0.3222 | -0.3553 | -0.1672 | -0.4062 | -0.3116 |  0.0943 | 
-0.3906 | -0.4821 | -0.5762 | -0.4817 | -0.3927 | -0.3448 | -0.2520 |  0.0096 |  0.5113 |  0.4309 |  0.5247 |  0.8524 |  0.9556 |  1.3688 |  1.6309 | -0.1089 | -0.5646 | -0.6502 | -0.5133 | -0.5127 | -0.3968 | -0.4384 | -0.4380 | -0.3094 | -0.1206 | -0.7372 | -0.1933 | -0.1528 |  0.0000 |  0.8383 |  0.2241 |  0.8343 | -0.0793 | -0.1785 | -0.1289 | -0.1261 | -0.2020 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | -0.6496 | -0.1313 | -0.1009 |  0.0000 |  0.4444 |  0.2057 |  0.8247 |  0.1244 |  0.8206 | -0.1633 |  0.1468 |  1.5650 | -0.1402 | -0.1425 | -0.1532 | -0.1496 | -0.4899 | -0.1631 | -0.1000 |  0.0000 | -0.4355 | -0.6178 |  0.0421 | -0.1000 |  0.9524 | -0.1152 | -0.3157 | -0.3930 | -0.1859 | -0.1978 | -0.3456 | -0.4076 | -0.3077 | -0.2037 | -0.1058 |  0.0000 | -0.3643 | -0.2948 | -0.1553 | -0.1091 | -0.4075 | -0.4412 | -0.3217 | -0.3039 | -0.1672 | -0.4046 | -0.3029 | -0.4681 | 
 0.1160 |  1.3198 | -0.3261 | -0.2440 | -0.3550 | -0.4345 | -0.6511 | -0.4986 | -0.8984 | -0.8895 | -0.7699 | -0.5496 | -0.0775 |  0.3339 |  0.6639 |  1.4871 |  0.8112 |  0.7804 |  0.5127 |  0.5715 |  0.0109 | -0.1275 | -0.2276 | -0.0744 | -0.1038 |  0.3630 |  1.5649 | -0.1528 |  0.0000 | -0.5822 |  0.8155 | -0.1038 | -0.1627 | -0.1785 | -0.1289 | -0.1261 | -0.1996 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | -0.6318 | -0.1346 | -0.1009 |  0.0000 | -0.4315 | -0.2738 | -0.1417 | -0.1049 |  0.9043 | -0.3748 | -0.0182 |  0.4435 | -0.1402 | -0.1425 | -0.1532 |  3.4125 | -0.4899 | -0.1631 | -0.1000 |  0.0000 | -0.4317 | -0.6131 | -0.3417 | -0.1000 |  1.3831 |  0.2128 | -0.2930 |  0.3766 | -0.1618 | -0.1209 | -0.4327 |  2.4473 | -0.3077 | -0.2037 | -0.1058 |  0.0000 | -0.3643 | -0.2948 | -0.1553 | -0.1091 | -0.4075 | -0.4096 | -0.3040 | -0.3553 | -0.1672 | -0.3778 | -0.2490 | -0.2761 | 
-0.2512 | -0.0168 | -0.4152 | -0.3150 | -0.1126 | -0.1256 | -0.2181 | -0.1980 | -0.3574 | -0.2391 | -0.1257 |  0.0730 |  0.2051 |  0.3871 |  0.4236 |  0.7449 |  1.1386 |  1.4727 |  0.6110 |  0.1416 | -0.1870 | -0.2665 | -0.3283 |  0.1485 | -0.0837 | -0.4017 |  0.8574 | -0.1528 |  0.0000 | -0.4268 |  3.2235 |  0.8669 | -0.1146 | -0.1785 | -0.1289 |  1.2730 |  4.8155 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | -0.6311 | -0.1333 | -0.1009 |  0.0000 | -0.4110 |  0.0552 | -0.0212 | -0.1232 | -0.3781 |  0.3400 |  0.8735 |  0.2406 | -0.1402 | -0.1425 | -0.1532 | -0.1496 | -0.4887 | -0.1613 | -0.1000 |  0.0000 | -0.4310 | -0.5108 | -0.3203 | -0.1000 | -0.3702 |  2.3183 |  0.5199 |  0.6053 | -0.1859 |  0.1448 |  2.8629 | -0.0771 | -0.3077 | -0.2037 | -0.1058 |  0.0000 | -0.3643 | -0.2868 | -0.1553 | -0.1091 | -0.4075 | -0.3611 | -0.2889 | -0.2974 | -0.1672 | -0.1719 |  1.1208 | -0.2917 | 
-0.1516 |  0.6962 |  0.4976 |  0.2926 | -0.0225 | -0.0455 |  0.0015 |  0.1423 |  0.6977 |  0.5017 |  0.0685 | -0.4313 | -0.5931 | -0.4151 | -0.3277 | -0.2232 | -0.1686 | -0.0188 | -0.1014 | -0.1642 | -0.0854 |  0.1362 | -0.0173 |  0.6503 |  0.1439 |  0.6494 | -0.2170 | -0.1528 |  0.0000 |  1.2293 | -0.1382 | -0.2739 | -0.1631 | -0.1785 | -0.1289 | -0.1261 | -0.2020 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | -0.6010 | -0.1353 | -0.1009 |  0.0000 |  1.2307 | -0.0810 | -0.2817 | -0.1232 |  0.6177 | -0.2323 | -0.2056 | -0.2508 | -0.1402 | -0.1425 | -0.1532 | -0.1496 | -0.4895 | -0.1631 | -0.1000 |  0.0000 | -0.4278 | -0.5579 | -0.2919 | -0.1000 |  0.1606 | -0.1659 |  0.0903 |  0.7031 | -0.1859 | -0.2065 |  0.6742 | -0.0443 | -0.3077 | -0.2037 | -0.1058 |  0.0000 | -0.3643 | -0.2948 | -0.1553 | -0.1091 | -0.4059 | -0.2993 | -0.3164 | -0.3360 | -0.1672 | -0.3945 | -0.2538 |  0.0599 | 
-0.0295 |  0.0369 | -0.1445 | -0.1826 | -0.1988 | -0.1262 | -0.0492 | -0.0868 | -0.2755 | -0.5230 | -0.5830 | -0.6189 | -0.5168 | -0.3230 | -0.1388 |  0.2299 |  0.6206 |  1.6117 |  1.2369 |  0.4946 |  0.6413 |  0.6104 | -0.3736 |  0.1303 | -0.0369 | -0.0990 |  0.4483 | -0.1528 |  0.0000 |  1.1632 |  0.0617 | -0.1907 | -0.1631 |  2.2877 | -0.1289 | -0.1261 | -0.2020 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | -0.5887 |  0.1291 | -0.1009 |  0.0000 | -0.7245 |  0.2123 |  0.3580 | -0.1232 | -0.3984 | -0.4682 |  0.8525 |  0.0506 | -0.1402 | -0.1425 | -0.1532 |  1.3537 | -0.4898 | -0.1631 | -0.1000 |  0.0000 | -0.4350 | -0.3742 |  2.4581 | -0.1000 | -0.3924 | -0.4972 |  0.4724 |  2.0558 | -0.1859 | -0.2094 | -0.4327 |  5.2473 | -0.3077 | -0.2037 | -0.1058 |  0.0000 | -0.3643 | -0.2948 | -0.1553 | -0.1091 | -0.4075 | -0.4412 | -0.2129 |  1.0531 | -0.1672 | -0.4062 | -0.2507 | -0.3625 | 
-0.2963 | -0.0535 |  0.3696 |  0.7661 |  0.5601 |  0.6810 |  0.8594 |  0.5962 |  1.2087 |  0.6358 |  0.0282 | -0.3996 | -0.4239 | -0.4067 | -0.6298 | -0.7851 | -0.6822 | -0.6632 | -0.5090 | -0.5063 | -0.3639 | -0.2652 |  0.7894 | -0.0853 | -0.1194 |  0.3751 |  0.4343 | -0.1528 |  0.0000 |  1.1216 |  4.7305 | -0.2739 | -0.1631 | -0.1785 | -0.1289 | -0.1261 | -0.2020 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | -0.6548 | -0.1213 | -0.1009 |  0.0000 | -0.6925 |  2.5129 | -0.2794 | -0.1232 | -0.4153 |  1.1086 |  0.6084 | -0.2599 | -0.1402 | -0.1425 | -0.1532 | -0.1496 | -0.4899 | -0.1631 | -0.1000 |  0.0000 | -0.4359 | -0.5308 | -0.2493 | -0.1000 | -0.3924 | -0.5240 | -0.2740 | -0.3981 | -0.1859 | -0.2094 | -0.3083 | -0.3932 | -0.3077 | -0.2037 | -0.1058 |  0.0000 | -0.3643 | -0.2948 | -0.1553 | -0.1091 | -0.4075 | -0.4412 | -0.3222 | -0.3553 | -0.1672 | -0.4062 | -0.3137 |  0.0916 | 
 0.0835 |  0.2345 |  0.2712 |  0.6081 |  0.1319 | -0.1924 | -0.1194 |  0.1995 |  1.0001 |  0.6356 |  0.1467 | -0.2219 | -0.2566 | -0.2704 | -0.2298 | -0.3049 | -0.4898 | -0.5653 | -0.4685 | -0.4901 | -0.3845 | -0.4232 |  0.8119 | -0.0890 | -0.1206 |  0.5424 | -0.2440 | -0.1528 |  0.0000 | -0.5014 | -0.3344 | -0.2739 | -0.1631 | -0.1785 | -0.1289 | -0.1261 | -0.2020 |  0.0000 |  0.0000 |  0.0000 |  0.0000 |  0.3418 | -0.1326 | -0.1009 |  0.0000 |  1.2631 | -0.4605 | -0.2889 | -0.1232 | -0.4122 | -0.4682 | -0.3519 | -0.2599 | -0.1402 | -0.1425 | -0.1532 | -0.1496 | -0.1960 | -0.1631 | -0.1000 |  0.0000 |  1.5817 |  1.0563 | -0.3417 | -0.1000 | -0.1975 |  0.0914 | -0.3688 | -0.4011 | -0.1859 | -0.2094 | -0.4389 | -0.4076 | -0.3077 | -0.2037 | -0.1058 |  0.0000 |  0.2705 | -0.1570 | -0.1553 | -0.1091 | -0.3947 |  0.9023 | -0.2748 | -0.3553 | -0.1672 | -0.3510 | -0.1799 |  0.0278 | 
-0.2675 |  0.2128 |  1.5713 |  1.3264 |  0.7666 |  1.1702 |  0.9231 |  0.3681 |  0.2452 | -0.2903 | -0.1189 | -0.7210 | -0.9043 | -0.6993 | -0.6594 | -0.7719 | -0.6164 | -0.5806 | -0.4638 | -0.4637 | -0.3651 | -0.3749 |  1.1842 |  0.9901 | -0.0056 |  1.2963 | -0.1987 | -0.1528 |  0.0000 |  0.4852 |  0.1605 | -0.2739 | -0.1631 | -0.1785 | -0.1289 | -0.1261 | -0.2020 |  0.0000 |  0.0000 |  0.0000 |  0.0000 | -0.1217 | -0.1213 | -0.1009 |  0.0000 |  1.0780 |  0.3181 | -0.2799 | -0.1232 | -0.3132 | -0.4443 | -0.3224 | -0.2599 | -0.1402 | -0.1425 | -0.1532 | -0.1496 | -0.4898 | -0.1631 | -0.1000 |  0.0000 | -0.3417 |  0.3590 | -0.3274 | -0.1000 | -0.3916 | -0.4135 | -0.2257 | -0.3907 | -0.1859 | -0.2094 | -0.3269 | -0.3920 | -0.3077 | -0.2037 | -0.1058 |  0.0000 | -0.3643 | -0.2944 | -0.1553 | -0.1091 | -0.4075 | -0.2905 | -0.2852 | -0.3360 | -0.1672 | -0.4062 | -0.2151 |  0.2527 | 
